order_id,order_date,amount,product_id
82,2021-02-15,991.4,806
83,2020-03-14,157.69,130
84,2021-09-22,811.25,363
85,2022-06-19,277.87,187
86,2023-12-03,118.29,464
87,2024-05-25,554.13,585
88,2022-10-06,975.35,471
89,2023-08-20,884.49,609
90,2020-08-09,660.61,457
91,2020-03-02,705.05,241
92,2023-05-16,414.66,669
93,2022-04-28,454.13,528
94,2020-03-15,144.8,762
95,2022-07-05,844.04,959
96,2021-11-19,151.42,159
97,2022-01-06,554.29,321
98,2022-12-20,914.29,749
99,2021-09-25,856.59,511
100,2020-06-21,854.59,670
101,2024-04-02,960.68,520
102,2023-04-05,84.49,650
103,2022-12-17,193.12,378
104,2021-10-20,12.09,987
105,2024-09-14,173.81,598
106,2023-01-03,238.46,587
107,2020-10-30,206.33,519
108,2020-01-23,856.79,466
109,2022-01-17,651.45,258
110,2020-10-28,562.72,874
111,2022-01-16,150.44,379
112,2021-09-04,242.0,173
113,2023-06-14,564.27,492
114,2020-05-04,880.05,861
115,2020-03-30,597.86,996
116,2022-12-26,691.43,924
117,2021-08-21,242.88,191
118,2021-04-15,616.22,562
119,2022-02-24,789.47,998
120,2023-06-30,671.41,259
121,2022-02-26,730.04,727
122,2022-11-25,998.39,599
123,2024-02-17,846.62,661
124,2024-04-28,816.49,354
125,2020-03-22,112.77,266
126,2024-01-06,715.55,653
127,2023-07-22,328.96,583
128,2021-06-18,956.01,144
129,2022-04-09,872.07,270
130,2023-09-03,60.64,295
131,2023-10-08,59.61,693
132,2022-04-20,773.15,651
133,2023-04-14,816.66,955
134,2023-12-05,571.27,553
135,2023-10-19,282.48,349
136,2021-11-16,931.11,150
137,2022-03-14,284.32,551
138,2023-10-05,686.11,550
139,2024-04-02,322.6,463
140,2021-08-10,372.67,621
141,2021-01-30,755.3,560
142,2023-09-10,146.28,515
143,2023-02-19,555.23,847
144,2023-10-25,568.66,296
145,2020-12-19,55.77,932
146,2023-05-08,500.58,162
147,2022-10-20,58.02,399
148,2021-01-25,385.01,116
149,2023-07-03,133.72,678
150,2024-06-23,210.1,854
151,2025-03-06,455.56,126
152,2022-06-13,328.76,657
153,2022-04-19,218.1,938
154,2023-05-25,903.58,564
155,2021-08-20,779.32,766
156,2020-04-06,436.28,572
157,2023-01-23,809.28,887
158,2025-03-06,234.88,130
159,2020-01-16,521.99,422
160,2023-05-21,702.03,584
161,2021-07-25,805.1,272
162,2024-11-15,979.63,120
163,2024-12-07,626.47,308
164,2020-11-09,565.24,281
165,2023-01-04,450.21,780
166,2024-03-19,592.68,355
167,2022-04-30,777.72,115
168,2022-03-21,305.81,101
169,2022-11-03,399.03,462
170,2021-06-22,394.16,900
171,2021-01-25,525.95,759
172,2024-12-30,239.95,720
173,2022-04-18,795.74,129
174,2023-12-05,814.33,832
175,2025-01-22,76.58,858
176,2024-09-25,405.66,322
177,2023-05-14,804.19,393
178,2020-10-06,888.31,412
179,2022-06-15,108.15,440
180,2023-09-11,276.49,736
181,2023-09-27,77.73,534
182,2022-02-05,411.48,684
183,2022-11-12,603.11,828
184,2023-06-30,592.0,332
185,2022-06-02,331.91,829
186,2020-08-19,320.11,889
187,2024-08-15,622.36,601
188,2020-06-25,627.67,414
189,2024-02-28,976.52,265
190,2024-08-24,315.94,744
191,2020-10-22,370.66,705
192,2024-06-24,444.86,175
193,2024-08-15,598.05,237
194,2022-04-10,349.24,219
195,2022-03-04,723.12,146
196,2021-03-19,166.35,755
197,2021-03-12,824.97,378
198,2024-05-17,463.62,798
199,2020-12-28,984.42,471
200,2024-02-04,562.12,398
201,2024-11-06,861.88,538
202,2021-08-13,358.9,186
203,2022-09-13,186.07,367
204,2020-02-11,125.49,788
205,2024-11-18,660.94,881
206,2022-04-22,655.19,746
207,2021-07-23,506.23,813
208,2021-09-30,588.42,815
209,2023-07-24,643.35,493
210,2022-08-06,706.99,186
211,2020-07-20,215.31,600
212,2021-01-12,839.84,616
213,2024-09-25,158.95,318
214,2023-12-18,847.31,619
215,2024-03-26,740.95,260
216,2021-11-16,812.02,988
217,2025-02-03,451.76,371
218,2023-01-19,606.4,748
219,2022-01-15,850.2,674
220,2020-04-24,577.68,323
221,2023-06-22,10.91,654
222,2023-12-23,952.74,689
223,2023-12-04,152.61,827
224,2021-03-26,642.5,611
225,2024-11-24,896.07,309
226,2024-11-04,124.52,430
227,2020-04-14,719.49,813
228,2024-05-16,798.24,742
229,2024-05-31,30.86,593
230,2023-02-22,967.58,410
231,2021-03-05,668.41,704
232,2022-03-25,873.15,747
233,2021-12-15,995.82,260
234,2022-04-08,442.92,301
235,2024-07-20,607.96,763
236,2023-05-12,931.08,478
237,2020-12-13,254.16,117
238,2020-01-12,562.87,937
239,2024-07-13,784.96,387
240,2024-07-05,147.18,295
241,2021-10-10,254.53,946
242,2020-02-21,454.71,972
243,2022-02-02,395.1,377
244,2022-11-18,172.45,528
245,2023-03-22,516.13,856
246,2020-07-27,779.98,936
247,2023-01-06,332.58,861
248,2025-03-25,853.48,335
249,2021-11-04,135.67,158
250,2022-02-12,435.07,829
251,2023-05-18,321.68,980
252,2024-08-04,594.53,485
253,2021-10-04,30.42,516
254,2021-05-16,895.72,210
255,2025-03-04,721.51,606
256,2022-02-13,506.72,964
257,2024-03-19,935.54,199
258,2020-09-05,400.51,482
259,2024-12-04,172.06,675
260,2022-12-08,688.31,354
261,2024-12-20,357.07,625
262,2024-01-26,464.33,592
263,2024-07-20,335.15,604
264,2020-07-10,817.3,363
265,2024-08-22,681.6,943
266,2020-09-11,937.12,353
267,2022-04-30,134.3,493
268,2025-01-07,555.72,940
269,2023-05-01,579.56,252
270,2024-06-01,362.74,283
271,2022-06-04,22.96,452
272,2024-10-10,846.37,416
273,2023-08-18,156.41,302
274,2022-06-30,922.03,956
275,2024-12-31,836.94,925
276,2023-10-02,752.34,652
277,2021-08-07,256.75,659
278,2021-06-04,988.97,716
279,2020-07-04,750.39,724
280,2021-02-18,644.88,121
281,2023-07-23,807.35,162
282,2020-03-26,531.8,115
283,2021-01-03,247.38,551
284,2021-02-03,773.69,896
285,2025-03-02,982.36,549
286,2022-06-15,616.76,677
287,2024-05-20,967.21,355
288,2022-12-01,239.37,252
289,2024-09-16,893.83,408
290,2020-05-14,756.41,912
291,2023-10-22,590.03,389
292,2021-04-01,603.25,906
293,2021-06-06,844.43,744
294,2020-06-27,731.97,527
295,2020-03-20,825.67,294
296,2020-11-28,934.02,811
297,2024-11-06,544.64,314
298,2020-04-20,941.92,399
299,2023-08-28,37.67,779
300,2023-02-07,382.01,190
301,2022-12-18,647.66,291
302,2020-03-31,296.36,296
303,2022-05-16,945.32,372
304,2022-06-06,489.6,624
305,2020-10-26,38.14,698
306,2021-07-25,411.74,829
307,2022-06-13,496.1,690
308,2022-03-08,787.68,974
309,2020-10-03,58.37,776
310,2021-12-14,422.22,632
311,2024-09-05,589.16,780
312,2025-03-02,822.48,120
313,2020-10-30,279.71,592
314,2022-10-21,710.21,201
315,2024-03-28,296.16,487
316,2020-02-04,956.87,165
317,2023-03-23,513.14,527
318,2023-06-30,573.16,754
319,2022-08-14,226.87,791
320,2021-05-28,15.19,415
321,2023-11-19,133.23,407
322,2025-01-30,741.21,395
323,2024-09-08,554.02,179
324,2024-05-30,152.74,755
325,2024-11-30,643.89,951
326,2022-11-16,306.59,612
327,2023-07-31,570.45,936
328,2021-06-02,584.17,203
329,2021-02-26,817.68,176
330,2023-10-05,421.99,430
331,2025-01-12,400.07,993
332,2023-12-08,822.98,372
333,2021-09-30,419.33,301
334,2022-08-05,405.51,345
335,2023-03-14,188.69,938
336,2024-04-23,734.56,574
337,2024-03-19,10.27,102
338,2023-03-29,273.85,466
339,2022-12-01,482.21,272
340,2022-09-06,215.61,275
341,2022-07-21,31.66,223
342,2020-07-26,111.42,544
343,2020-01-14,184.4,669
344,2024-09-30,392.54,673
345,2021-06-13,702.07,520
346,2025-04-23,206.68,567
347,2021-10-07,823.02,458
348,2022-09-17,111.48,533
349,2023-12-01,66.62,395
350,2020-01-06,700.64,724
351,2021-09-02,807.77,313
352,2021-03-15,850.73,285
353,2021-11-24,95.83,619
354,2021-12-18,666.48,377
355,2020-09-13,240.02,339
356,2021-02-25,549.72,469
357,2022-09-28,144.69,924
358,2024-04-12,814.04,553
359,2023-07-22,71.65,445
360,2025-01-16,879.94,646
361,2020-03-03,144.2,456
362,2020-01-16,777.23,770
363,2023-11-24,281.42,904
364,2024-07-09,772.47,766
365,2021-07-31,376.8,366
366,2023-12-18,407.47,700
367,2021-07-21,611.08,670
368,2022-10-02,861.54,590
369,2020-05-30,366.49,190
370,2023-12-29,146.21,475
371,2025-01-28,93.99,819
372,2021-04-15,622.3,398
373,2021-10-31,613.24,368
374,2022-03-29,548.68,989
375,2021-09-12,883.46,871
376,2023-10-08,440.2,972
377,2022-04-26,512.74,604
378,2021-01-22,993.81,720
379,2022-03-02,814.89,948
380,2020-07-28,174.78,474
381,2021-04-13,236.27,929
382,2022-09-22,469.53,690
383,2025-02-20,991.59,698
384,2021-04-12,721.76,276
385,2021-07-12,108.57,661
386,2024-05-03,517.94,367
387,2022-03-21,779.06,960
388,2025-02-01,875.68,720
389,2023-11-21,802.66,292
390,2021-12-28,71.75,158
391,2020-04-15,116.15,504
392,2021-03-10,301.09,924
393,2021-03-19,38.44,205
394,2023-04-22,680.89,393
395,2024-11-07,830.15,806
396,2021-07-01,363.29,962
397,2023-10-15,865.37,659
398,2023-09-10,67.47,379
399,2020-12-13,986.41,880
400,2024-11-12,588.29,269
401,2021-10-23,380.41,482
402,2023-09-10,982.92,505
403,2022-11-18,398.51,890
404,2023-09-10,810.08,930
405,2025-01-17,164.39,823
406,2023-12-12,744.78,399
407,2021-12-19,407.66,349
408,2022-10-24,901.22,441
409,2020-03-25,475.47,282
410,2022-06-01,348.66,245
411,2021-08-14,282.94,400
412,2022-11-19,543.34,546
413,2020-09-18,840.88,584
414,2021-02-21,838.15,266
415,2022-04-30,737.5,693
416,2020-11-07,328.41,561
417,2022-10-07,136.4,598
418,2021-08-17,944.55,731
419,2022-08-27,708.04,938
420,2021-05-12,913.8,795
421,2021-12-27,904.58,605
422,2023-12-29,999.28,918
423,2024-03-09,471.99,796
424,2022-09-10,43.75,620
425,2022-05-16,199.58,960
426,2023-03-22,865.47,604
427,2022-08-27,810.93,203
428,2020-11-15,763.82,650
429,2021-08-28,497.83,233
430,2024-07-28,20.13,460
431,2021-06-21,29.14,533
432,2020-07-25,419.47,432
433,2024-04-11,477.44,908
434,2025-01-23,755.26,662
435,2024-05-04,165.77,891
436,2020-10-26,698.25,782
437,2022-05-21,633.3,495
438,2020-02-15,340.17,285
439,2022-03-07,886.84,328
440,2024-05-06,36.33,917
441,2020-04-17,950.93,919
442,2020-04-15,369.95,463
443,2022-10-25,387.13,853
444,2022-09-15,164.65,850
445,2022-08-08,534.38,910
446,2022-01-06,283.57,575
447,2023-01-05,96.77,741
448,2021-09-11,385.27,257
449,2022-05-28,549.14,446
450,2021-02-17,114.88,157
451,2021-11-02,135.89,553
452,2021-08-18,904.03,724
453,2024-06-05,891.6,161
454,2023-08-04,190.79,837
455,2024-12-30,516.11,739
456,2024-02-14,940.96,609
457,2022-12-10,236.1,823
458,2024-11-10,757.65,315
459,2023-02-21,242.3,100
460,2022-07-28,502.12,682
461,2020-04-14,338.64,723
462,2021-12-19,880.25,134
463,2024-08-29,789.51,275
464,2020-05-09,769.6,428
465,2023-04-22,155.74,196
466,2022-03-08,224.61,762
467,2020-11-12,793.51,908
468,2020-03-11,616.24,323
469,2022-08-18,575.88,947
470,2022-10-03,797.73,569
471,2023-01-05,840.26,400
472,2023-04-27,903.97,519
473,2022-12-03,882.77,660
474,2024-11-17,891.75,193
475,2023-11-08,889.33,462
476,2024-05-07,902.56,111
477,2020-05-25,50.04,181
478,2025-03-28,172.4,590
479,2022-05-18,944.04,666
480,2024-03-14,700.15,478
481,2021-07-09,124.93,334
482,2020-10-24,963.86,738
483,2024-12-31,814.51,861
484,2020-01-09,642.48,361
485,2021-09-09,335.77,875
486,2023-03-29,208.13,869
487,2024-01-23,714.1,818
488,2022-06-07,73.44,120
489,2021-09-21,479.61,732
490,2025-04-04,339.03,177
491,2021-03-20,881.54,828
492,2023-03-07,227.82,988
493,2022-12-22,256.55,131
494,2020-06-05,837.16,390
495,2020-02-26,496.4,897
496,2023-11-15,427.29,852
497,2020-12-02,877.17,102
498,2020-10-31,939.65,258
499,2023-10-07,683.73,417
500,2024-03-27,555.89,917
501,2024-09-25,757.21,954
502,2022-10-05,453.21,249
503,2020-05-17,923.65,230
504,2020-04-12,723.37,827
505,2024-07-12,542.59,642
506,2022-06-28,53.41,879
507,2023-09-15,587.86,140
508,2023-07-07,272.82,268
509,2025-04-19,637.28,612
510,2025-04-23,434.67,951
511,2024-02-02,700.85,816
512,2022-02-23,427.98,118
513,2025-03-21,157.19,629
514,2023-09-08,855.51,879
515,2022-05-12,118.16,457
516,2024-01-12,381.1,447
517,2024-11-17,789.65,566
518,2025-02-04,885.8,834
519,2020-06-07,635.74,119
520,2025-01-24,878.81,242
521,2020-03-09,102.8,384
522,2025-03-06,846.88,360
523,2021-10-17,587.43,845
524,2022-07-21,88.28,474
525,2020-05-24,171.71,173
526,2022-06-05,230.41,826
527,2023-06-06,939.13,571
528,2025-01-31,467.21,627
529,2022-06-07,652.16,924
530,2023-08-07,509.27,839
531,2022-01-16,15.86,695
532,2021-09-02,63.75,462
533,2024-03-14,896.4,677
534,2023-02-09,951.25,385
535,2025-04-22,668.44,328
536,2020-02-27,440.32,289
537,2024-07-02,493.4,874
538,2021-05-27,140.56,928
539,2022-11-14,487.42,238
540,2021-03-27,814.95,516
541,2022-12-21,270.59,345
542,2024-06-27,210.06,256
543,2024-04-29,125.78,628
544,2021-11-13,182.21,831
545,2020-06-30,921.06,878
546,2020-03-09,163.9,467
547,2020-05-03,940.84,967
548,2022-10-12,167.54,962
549,2021-11-13,624.81,206
550,2022-12-03,571.14,800
551,2021-01-01,105.26,786
552,2021-05-08,455.5,237
553,2020-09-20,498.21,199
554,2023-10-05,396.85,396
555,2024-04-04,315.82,954
556,2024-07-10,804.45,645
557,2024-02-20,372.48,406
558,2024-10-07,145.03,269
559,2024-11-15,535.88,993
560,2020-08-26,417.27,185
561,2020-10-25,769.54,269
562,2022-10-19,602.76,329
563,2022-10-22,515.45,977
564,2020-10-08,813.67,542
565,2024-01-05,108.55,236
566,2025-01-27,535.51,295
567,2021-04-09,918.08,445
568,2024-05-11,63.01,674
569,2025-03-21,313.09,472
570,2024-06-14,312.41,481
571,2022-10-09,811.13,797
572,2020-06-09,593.1,280
573,2024-01-31,296.55,467
574,2023-12-13,558.26,487
575,2023-09-18,632.35,653
576,2020-06-23,906.01,647
577,2023-07-10,228.72,825
578,2025-04-13,437.96,795
579,2022-12-15,516.4,520
580,2024-07-17,828.49,790
581,2024-03-31,17.56,188
582,2021-03-31,484.39,208
583,2023-03-03,796.14,808
584,2021-11-22,442.18,642
585,2020-03-31,161.73,462
586,2020-05-26,930.34,513
587,2024-05-29,486.41,402
588,2024-01-03,310.26,566
589,2021-10-07,60.15,767
590,2021-10-21,17.77,251
591,2021-01-10,647.81,509
592,2023-09-10,582.6,809
593,2021-03-04,960.73,915
594,2024-10-16,743.23,339
595,2021-07-14,639.2,772
596,2025-04-27,483.22,784
597,2023-12-18,609.04,263
598,2021-05-30,422.17,216
599,2021-03-22,391.45,659
600,2020-01-20,758.3,750
601,2024-07-30,226.31,686
602,2020-08-15,638.66,272
603,2024-07-26,32.72,712
604,2024-12-22,449.94,600
605,2020-01-27,193.44,603
606,2024-12-26,550.42,321
607,2021-01-19,37.52,470
608,2023-01-04,121.17,290
609,2022-07-29,772.01,348
610,2024-02-17,363.77,115
611,2023-12-05,701.9,732
612,2022-08-15,833.96,286
613,2021-11-30,325.3,461
614,2023-12-26,581.6,808
615,2021-10-09,339.92,637
616,2025-02-24,464.89,372
617,2025-01-11,963.39,785
618,2020-08-27,355.2,964
619,2021-08-02,823.61,573
620,2023-08-22,381.07,991
621,2020-06-07,267.75,325
622,2023-12-29,176.39,433
623,2021-06-03,840.28,522
624,2020-11-07,63.87,884
625,2021-03-14,633.9,211
626,2024-04-04,691.64,912
627,2023-02-22,900.93,846
628,2020-02-25,951.23,826
629,2024-04-28,128.71,533
630,2020-07-21,548.55,651
631,2023-05-22,453.78,304
632,2023-07-17,334.48,686
633,2024-02-22,165.45,958
634,2021-11-27,699.52,366
635,2024-01-20,203.73,290
636,2024-08-01,119.93,271
637,2024-03-13,263.25,407
638,2023-05-27,159.71,861
639,2020-05-22,384.54,405
640,2021-11-28,238.85,825
641,2020-08-17,774.15,658
642,2022-11-15,706.18,705
643,2024-04-14,114.79,466
644,2024-02-25,703.39,287
645,2025-01-31,782.14,474
646,2021-03-29,471.94,692
647,2021-02-01,541.98,763
648,2021-08-16,608.15,606
649,2024-04-22,425.95,300
650,2022-01-13,35.15,752
651,2022-06-26,716.34,919
652,2020-11-28,333.96,776
653,2023-12-03,644.44,695
654,2020-10-20,741.04,359
655,2024-08-22,152.25,448
656,2020-08-28,882.04,624
657,2025-04-15,972.27,688
658,2022-01-17,860.68,481
659,2020-09-30,423.06,500
660,2023-12-20,221.09,785
661,2023-06-02,924.05,116
662,2024-09-09,372.75,123
663,2020-11-13,540.58,607
664,2023-09-29,721.85,530
665,2021-02-13,469.88,201
666,2022-08-16,160.83,129
667,2024-07-23,619.06,725
668,2022-07-13,695.96,686
669,2024-06-06,64.34,849
670,2024-11-30,67.65,911
671,2024-09-05,915.45,491
672,2021-07-26,995.45,893
673,2021-07-15,341.09,313
674,2022-06-09,739.04,707
675,2024-02-05,795.25,795
676,2022-07-22,469.87,338
677,2023-09-02,80.93,763
678,2024-12-22,650.28,392
679,2022-05-20,913.5,177
680,2021-02-25,182.51,583
681,2023-04-18,248.98,109
682,2022-01-02,370.13,363
683,2023-04-19,396.59,820
684,2023-12-04,877.84,568
685,2021-02-25,642.31,152
686,2021-08-12,43.77,164
687,2021-02-02,325.91,857
688,2022-03-08,34.22,532
689,2023-08-17,898.24,394
690,2023-07-20,766.11,311
691,2021-06-23,802.54,921
692,2024-12-07,987.85,594
693,2022-02-15,353.45,630
694,2020-01-14,108.22,332
695,2022-05-28,993.27,996
696,2024-05-14,563.28,636
697,2020-05-20,138.55,290
698,2021-06-27,123.61,112
699,2021-04-04,691.82,321
700,2020-01-17,236.38,549
701,2024-09-01,252.95,369
702,2020-09-15,918.1,724
703,2023-09-02,998.24,193
704,2020-10-06,71.73,525
705,2021-08-01,288.34,817
706,2024-03-19,34.64,641
707,2024-03-05,686.98,959
708,2020-07-07,841.59,628
709,2020-04-01,30.04,360
710,2024-06-23,804.49,186
711,2022-06-30,981.03,757
712,2024-07-25,795.46,999
713,2022-01-17,746.9,982
714,2024-04-13,657.29,588
715,2022-03-21,248.37,869
716,2024-04-12,76.49,424
717,2022-06-22,983.3,399
718,2021-02-14,521.32,325
719,2022-06-25,829.91,787
720,2020-03-31,38.96,823
721,2022-10-17,973.77,643
722,2023-10-23,356.64,306
723,2023-11-18,196.41,731
724,2024-07-10,543.12,608
725,2022-12-28,193.54,795
726,2024-06-30,256.25,661
727,2025-03-21,316.86,769
728,2021-09-12,33.62,349
729,2023-06-30,770.79,400
730,2023-03-17,908.81,633
731,2021-06-28,82.02,724
732,2021-10-31,246.53,631
733,2020-11-15,731.39,685
734,2021-02-03,99.07,454
735,2023-07-06,628.64,670
736,2021-04-25,628.15,517
737,2024-03-03,928.54,775
738,2021-12-25,374.46,295
739,2020-03-28,661.56,393
740,2021-05-28,699.19,154
741,2024-05-17,660.25,276
742,2023-03-04,26.93,859
743,2024-02-20,308.54,872
744,2021-09-20,160.78,857
745,2022-12-30,292.74,937
746,2024-06-15,172.9,602
747,2022-12-08,570.4,975
748,2024-12-09,600.8,862
749,2022-10-09,134.8,363
750,2023-04-02,376.02,271
751,2024-05-05,610.27,549
752,2023-02-19,207.35,730
753,2024-04-27,662.09,673
754,2024-12-07,745.02,292
755,2020-01-02,451.71,462
756,2024-01-26,943.58,856
757,2021-05-23,831.12,284
758,2022-06-30,103.82,121
759,2025-03-23,484.38,742
760,2024-04-01,325.36,698
761,2022-08-23,185.98,247
762,2022-04-06,361.76,627
763,2022-12-16,766.02,370
764,2024-10-10,146.58,980
765,2020-07-15,704.9,398
766,2020-10-25,326.58,493
767,2023-06-17,971.71,502
768,2023-10-01,706.17,676
769,2021-10-10,151.68,724
770,2022-03-10,569.42,474
771,2020-01-13,857.35,453
772,2020-11-02,873.48,305
773,2020-09-14,846.51,271
774,2021-02-13,384.23,348
775,2021-07-10,348.32,670
776,2021-11-08,608.29,834
777,2025-04-12,982.0,570
778,2022-07-31,708.53,244
779,2021-06-16,220.68,936
780,2025-02-06,656.45,495
781,2021-12-16,712.93,797
782,2021-09-10,792.18,974
783,2024-01-02,772.45,557
784,2021-07-20,726.2,833
785,2020-10-26,921.96,321
786,2023-03-05,637.17,236
787,2021-01-22,847.99,402
788,2022-05-05,539.82,961
789,2020-06-05,353.27,920
790,2022-11-24,138.43,186
791,2024-07-28,284.19,102
792,2023-08-12,427.38,533
793,2022-01-12,290.53,119
794,2023-01-03,325.9,949
795,2022-07-06,648.85,431
796,2021-09-10,309.0,228
797,2022-05-10,779.25,771
798,2021-06-28,659.49,680
799,2021-11-17,475.63,657
800,2020-02-11,852.79,810
801,2023-07-03,235.31,230
802,2024-07-21,792.31,145
803,2025-04-07,545.81,753
804,2022-03-07,791.53,181
805,2024-01-10,777.94,285
806,2022-01-17,529.87,748
807,2021-04-05,424.01,690
808,2024-04-09,226.55,362
809,2020-11-07,216.6,286
810,2022-08-10,589.64,152
811,2023-10-07,841.42,159
812,2024-12-04,764.21,374
813,2023-06-03,204.51,342
814,2020-11-02,25.48,304
815,2025-03-02,667.77,350
816,2024-01-15,126.16,193
817,2024-09-26,182.56,721
818,2023-01-27,744.52,190
819,2021-05-25,406.94,993
820,2022-07-25,112.59,809
821,2022-08-14,289.71,199
822,2023-02-05,622.32,687
823,2023-04-26,256.77,539
824,2021-03-05,212.03,711
825,2020-10-18,268.35,972
826,2022-01-04,793.31,499
827,2024-11-01,199.91,768
828,2022-03-16,854.57,347
829,2023-11-18,935.08,922
830,2021-05-25,690.39,483
831,2022-07-24,746.89,837
832,2023-03-07,12.15,746
833,2021-10-20,515.24,351
834,2022-11-14,165.15,740
835,2025-01-20,933.71,502
836,2020-04-06,986.43,614
837,2021-10-22,707.32,836
838,2021-11-18,737.53,642
839,2025-03-28,753.66,421
840,2021-04-16,482.02,733
841,2023-09-25,95.6,883
842,2024-10-20,138.46,137
843,2024-10-31,886.85,729
844,2024-11-23,558.74,244
845,2020-03-31,366.31,681
846,2020-02-24,203.49,530
847,2024-03-20,992.13,320
848,2022-08-11,506.65,682
849,2021-12-13,414.8,330
850,2020-05-26,105.52,602
851,2024-06-27,577.18,437
852,2024-09-07,388.27,384
853,2022-08-29,293.26,488
854,2023-11-25,469.21,164
855,2022-11-08,906.12,560
856,2021-06-08,987.11,942
857,2024-11-16,98.29,144
858,2023-05-17,423.48,798
859,2025-01-28,297.28,334
860,2020-01-18,173.72,904
861,2020-03-31,490.57,559
862,2023-03-18,203.49,711
863,2021-02-27,208.95,719
864,2020-10-28,793.04,189
865,2020-11-06,121.75,263
866,2021-09-03,171.42,728
867,2024-02-18,812.36,507
868,2022-01-14,142.27,354
869,2021-11-23,293.88,140
870,2023-12-02,466.63,247
871,2024-09-15,476.88,536
872,2020-11-18,797.22,866
873,2024-10-29,858.81,524
874,2023-05-16,932.62,939
875,2021-12-05,97.38,461
876,2020-06-20,883.39,213
877,2022-05-30,101.33,685
878,2022-10-23,29.39,703
879,2022-04-13,139.02,538
880,2024-09-09,280.78,884
881,2021-01-08,928.97,964
882,2021-11-16,607.79,243
883,2022-12-10,746.8,760
884,2022-03-11,357.13,900
885,2022-11-12,112.42,357
886,2021-04-25,463.04,560
887,2022-08-20,97.08,146
888,2023-01-31,919.76,471
889,2022-09-18,269.9,682
890,2024-08-30,739.72,956
891,2020-08-23,378.14,148
892,2022-01-13,623.61,155
893,2022-01-28,33.15,641
894,2021-08-19,471.24,352
895,2023-08-09,443.72,917
896,2022-09-06,726.87,683
897,2023-05-21,33.03,818
898,2023-12-16,668.93,373
899,2023-12-30,855.77,282
900,2025-02-28,188.15,188
901,2023-04-09,65.05,832
902,2020-07-26,223.52,300
903,2020-03-01,893.99,805
904,2024-06-22,354.9,399
905,2023-05-15,606.19,420
906,2021-12-22,89.82,972
907,2022-01-16,259.42,982
908,2021-10-20,555.54,739
909,2023-01-31,775.4,555
910,2024-08-16,627.97,295
911,2023-12-06,587.52,544
912,2024-08-14,947.54,624
913,2021-07-13,55.11,470
914,2021-11-22,598.65,803
915,2021-08-15,706.19,782
916,2023-04-14,783.83,886
917,2025-04-03,235.15,359
918,2024-11-19,149.3,903
919,2023-05-27,751.05,347
920,2024-03-06,654.69,678
921,2020-04-19,541.67,900
922,2024-06-11,165.15,485
923,2022-03-21,104.14,939
924,2021-04-12,443.75,615
925,2024-11-19,223.51,366
926,2021-03-21,424.95,720
927,2021-11-30,573.82,324
928,2020-02-16,173.48,150
929,2021-09-11,495.45,367
930,2020-06-28,906.59,417
931,2021-04-19,393.2,455
